id_siniestro,id_poliza,id_asegurado,id_vehiculo,id_conductor,id_proveedor,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,ciudad,descripcion,documentos_completos,beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,historial_siniestros_vehiculo,historial_siniestros_conductor,historial_solo_rc_asegurado,tipo_impacto,hora_evento,tercero_identificado,evidencia_camaras,tipo_via,clima,documento_inconsistente,relato_ilogico,narrativa_cluster_id,similitud_narrativa_max,etiqueta_fraude_simulada,perfil_riesgo_generacion,suma_asegurada,deducible,canal_venta,proveedor_en_lista_restrictiva,proveedor_casos_observados_ultimo_anio,ratio_monto_suma_asegurada,score_reglas,score_modelo_simulado,score_final,nivel_riesgo,alertas_activadas,reglas_criticas_activadas,accion_sugerida
SIN-00257,POL-00469,ASEG-00071,,,PROV-0020,Accidentes Personales,Accidente Personal,2023-08-02,2023-08-03,5430,5650,0,Reserva,Quito Sur,Quito,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0020,50,315,1,1,0,0,0,Frontal,18,No,Si,Urbana,Noche seca,No,No,,0.17,0,normal,30000,0,Banca Seguros,No,2,0.181,0,3.3,1.2,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00258,POL-00076,ASEG-00173,VEH-00109,COND-00283,PROV-0053,Vehiculos,Danos Propios,2023-08-19,2023-08-21,10690,10620,0,Liquidado,Guayaquil Norte,Guayaquil,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0053,130,235,2,0,0,0,0,Frontal,10,Si,No,Perimetral,Lluvia,No,No,,0.09,0,normal,33400,250,Sucursal,No,5,0.3201,5,12.9,7.8,Verde Bajo,Proveedor recurrente en casos observados,,Continuar flujo normal con controles estandar
SIN-00259,POL-00475,ASEG-00061,VEH-00085,COND-00228,PROV-0045,Vehiculos,Danos Propios,2024-10-21,2024-10-21,7630,7500,7630,Liquidado,Machala,Machala,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0045,174,191,0,5,3,0,1,Estacionado,4,Si,Si,Perimetral,Noche seca,No,No,,0.1,0,normal,50900,200,Banca Seguros,No,5,0.1499,22,17.8,20.5,Verde Bajo,Alta frecuencia de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Antecedente de reclamo solo RC | Proveedor recurrente en casos observados,,Continuar flujo normal con controles estandar
SIN-00260,POL-00299,ASEG-00054,VEH-00305,COND-00003,PROV-0005,Vehiculos,Perdida Total por Robo,2023-05-03,2023-05-09,14690,10470,11750,Pago Parcial,Cuenca,Cuenca,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,No,PROV-0005,21,344,6,0,0,0,0,Robo,22,No aplica,No,Residencial,Neblina,No,No,,0.22,1,alto,13500,200,Agente,No,2,1.0881,24,67.6,90.9,Rojo Alto,Borde vigencia: siniestro entre dias 11 y 30 | Demora denuncia por robo mayor a 48 horas | Documentos incompletos | Reporte tardio entre 4 y 7 dias | Monto reclamado alto frente a suma asegurada o estimado,RF-01 | RF-06,Escalar a unidad antifraude para revision especializada
SIN-00261,POL-00004,ASEG-00303,VEH-00346,COND-00415,PROV-0013,Vehiculos,Responsabilidad Civil,2023-08-16,2023-08-17,1580,1430,0,Liquidado,Quito Norte,Quito,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0013,170,195,1,0,0,0,0,Robo,4,Si,Si,Parqueadero,Despejado,No,No,,0.14,0,normal,12200,750,Agente,No,2,0.1295,0,5.8,2.0,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00262,POL-00387,ASEG-00243,VEH-00168,COND-00132,PROV-0060,Vehiculos,Choque,2023-07-27,2023-07-27,10150,8400,0,Reserva,Quito Sur,Quito,El asegurado indica que fue impactado al salir de un parqueadero y el tercero abandono el lugar.,Si,PROV-0060,3,362,0,3,0,0,0,Lateral,15,No aplica,No,Perimetral,Neblina,No,No,,0.23,1,medio,40500,500,Sucursal,No,0,0.2506,16,44.8,26.1,Verde Bajo,Borde vigencia: siniestro dentro de primeros 10 dias | Alta frecuencia de reclamos del asegurado,,Continuar flujo normal con controles estandar
SIN-00263,POL-00370,ASEG-00270,VEH-00272,COND-00122,PROV-0009,Vehiculos,Choque,2024-07-27,2024-07-29,19570,18170,19570,Anticipo,Guayaquil Sur,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,No,PROV-0009,222,143,2,2,2,0,0,Lateral,16,Si,No aplica,Parqueadero,Despejado,No,No,,0.13,0,normal,55900,300,Sucursal,Si,2,0.3501,21,18.1,67.3,Amarillo Medio,Frecuencia moderada de reclamos del asegurado | Frecuencia moderada de reclamos del vehiculo | Proveedor en lista restrictiva simulada | Documentos incompletos,RF-03,Escalar a revision documental y validacion de soportes
SIN-00264,POL-00041,ASEG-00214,VEH-00177,COND-00246,PROV-0019,Vehiculos,Danos Propios,2025-11-07,2025-11-09,1230,1130,490,Pago Total,Guayaquil Norte,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0019,270,95,2,0,2,1,0,Multiple,19,Si,No,Urbana,Despejado,No,No,,0.27,0,normal,19200,400,Sucursal,No,1,0.0641,3,16.6,7.8,Verde Bajo,Frecuencia moderada de reclamos del vehiculo,,Continuar flujo normal con controles estandar
SIN-00265,POL-00001,ASEG-00225,VEH-00161,COND-00027,PROV-0030,Vehiculos,Choque,2025-09-29,2025-09-29,2630,2840,0,Reserva,Quito Norte,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0030,271,94,0,4,3,1,0,Lateral,5,No,No aplica,Perimetral,Noche lluvia,No,No,,0.18,0,normal,12400,200,Agente,No,0,0.2121,14,24.0,17.5,Verde Bajo,Alta frecuencia de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo,,Continuar flujo normal con controles estandar
SIN-00266,POL-00485,ASEG-00162,VEH-00217,COND-00074,PROV-0046,Vehiculos,Gastos Medicos por Accidente,2026-06-10,2026-06-20,4510,2570,4510,Pago Total,Quito Sur,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0046,355,10,10,1,4,1,0,Lateral,21,Si,Si,Interprovincial,Despejado,No,No,,0.12,1,alto,19500,200,Directo Web,No,0,0.2313,24,70.2,40.2,Amarillo Medio,Borde vigencia: siniestro dentro de ultimos 10 dias | Alta frecuencia de reclamos del vehiculo | Reporte tardio mayor a 7 dias | Monto reclamado alto frente a suma asegurada o estimado,,Escalar a revision documental y validacion de soportes
SIN-00267,POL-00245,ASEG-00070,VEH-00036,COND-00400,PROV-0039,Vehiculos,Perdida Total por Robo,2024-07-04,2024-07-16,27520,25930,27520,Pago Parcial,Quito Sur,Quito,Al salir de un parqueadero me chocaron y el otro vehiculo se fue del sitio.,No,PROV-0039,148,217,12,1,1,0,1,Robo,10,Si,No,Urbana,Neblina,Si,No,CLON-01,0.98,1,alto,28100,500,Sucursal,Si,2,0.9794,53,66.8,87.4,Rojo Alto,Demora denuncia por robo mayor a 48 horas | Antecedente de reclamo solo RC | Proveedor en lista restrictiva simulada | Documentos incompletos | Documentos inconsistentes o fechas no coinciden | Reporte tardio mayor a 7 dias | Narrativa con similitud mayor a 85% frente a otro reclamo | Monto reclamado alto frente a suma asegurada o estimado,RF-01 | RF-02 | RF-03 | RF-06 | RF-07,Escalar a unidad antifraude para revision especializada
SIN-00268,POL-00036,ASEG-00112,,,PROV-0035,Hogar,Dano por Agua,2023-12-20,2023-12-20,8210,9550,4930,Pago Total,Guayaquil Centro,Guayaquil,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0035,294,71,0,1,0,0,0,Lateral,18,Si,Si,Residencial,Despejado,No,No,,0.46,0,normal,50000,250,Directo Web,No,1,0.1642,0,8.0,2.8,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00269,POL-00120,ASEG-00119,VEH-00377,COND-00047,PROV-0033,Vehiculos,Responsabilidad Civil,2024-08-12,2024-08-16,4450,4040,2670,Cierre Sin Consecuencia,Guayaquil Sur,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0033,60,305,4,2,0,0,0,Lateral,5,Si,No,Parqueadero,Lluvia,No,No,,0.13,0,normal,22200,250,Broker,No,9,0.2005,12,20.6,15.0,Verde Bajo,Frecuencia moderada de reclamos del asegurado | Proveedor recurrente en casos observados | Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00270,POL-00009,ASEG-00209,VEH-00250,COND-00450,PROV-0057,Vehiculos,Choque,2023-03-19,2023-03-23,9010,10090,7200,Pago Parcial,Quito Centro,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0057,51,314,4,0,0,0,0,Estacionado,9,Si,Si,Urbana,Noche lluvia,No,No,,0.32,0,normal,30400,200,Banca Seguros,No,1,0.2964,3,3.5,3.2,Verde Bajo,Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00271,POL-00066,ASEG-00180,VEH-00364,COND-00438,PROV-0002,Vehiculos,Robo Parcial,2025-09-02,2025-09-03,4090,4140,3270,Liquidado,Machala,Machala,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0002,175,190,1,1,1,0,0,Robo,14,No aplica,No,Urbana,Neblina,No,No,,0.13,0,normal,18400,750,Banca Seguros,Si,0,0.2223,14,28.7,60.1,Amarillo Medio,Demora denuncia por robo entre 24 y 48 horas | Proveedor en lista restrictiva simulada,RF-03,Escalar a revision documental y validacion de soportes
SIN-00272,POL-00470,ASEG-00125,VEH-00296,COND-00094,PROV-0034,Vehiculos,Choque,2026-07-05,2026-07-06,7220,6680,2890,Pago Total,Guayaquil Centro,Guayaquil,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0034,286,79,1,4,2,0,3,Lateral,16,Si,No,Interprovincial,Neblina,No,No,,0.33,0,normal,50500,400,Sucursal,No,2,0.143,17,19.5,17.9,Verde Bajo,Alta frecuencia de reclamos del asegurado | Frecuencia moderada de reclamos del vehiculo | Frecuencia atipica de reclamos solo RC,,Continuar flujo normal con controles estandar
SIN-00273,POL-00463,ASEG-00258,,,PROV-0052,Accidentes Personales,Accidente Personal,2025-12-01,2025-12-06,1320,1640,530,Reserva,Cuenca,Cuenca,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0052,181,184,5,5,0,0,1,Posterior,0,No,No aplica,Residencial,Lluvia,No,No,,0.12,0,normal,30000,0,Banca Seguros,No,1,0.044,14,17.9,15.4,Verde Bajo,Alta frecuencia de reclamos del asegurado | Antecedente de reclamo solo RC | Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00274,POL-00256,ASEG-00055,VEH-00295,COND-00265,PROV-0053,Vehiculos,Danos Propios,2024-11-29,2024-11-29,6810,6910,5450,Reserva,Quito Norte,Quito,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0053,44,321,0,5,1,0,0,Posterior,2,No aplica,No,Urbana,Noche seca,No,No,,0.22,0,normal,21200,500,Sucursal,No,5,0.3212,13,18.1,14.8,Verde Bajo,Alta frecuencia de reclamos del asegurado | Proveedor recurrente en casos observados,,Continuar flujo normal con controles estandar
SIN-00275,POL-00429,ASEG-00114,VEH-00358,COND-00172,PROV-0035,Vehiculos,Danos Propios,2024-11-14,2024-11-16,10800,12920,4320,Liquidado,Quito Sur,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0035,160,205,2,2,0,0,0,Posterior,6,No,No aplica,Urbana,Noche lluvia,No,No,,0.55,0,normal,35000,1000,Sucursal,No,1,0.3086,4,13.9,7.5,Verde Bajo,Frecuencia moderada de reclamos del asegurado,,Continuar flujo normal con controles estandar
SIN-00276,POL-00166,ASEG-00274,VEH-00197,COND-00146,PROV-0013,Vehiculos,Perdida Total por Robo,2025-06-26,2025-06-27,37360,33910,0,Pago Total,Guayaquil Norte,Guayaquil,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0013,183,182,1,2,3,2,0,Robo,15,Si,Si,Interprovincial,Neblina,No,No,,0.13,0,normal,41500,1000,Broker,No,2,0.9002,18,26.7,72.2,Amarillo Medio,Demora denuncia por robo entre 24 y 48 horas | Frecuencia moderada de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Frecuencia moderada de reclamos del conductor,RF-01,Escalar a revision documental y validacion de soportes
SIN-00277,POL-00340,ASEG-00111,,,PROV-0044,Generales,Dano por Agua,2026-01-17,2026-01-18,3270,3580,0,Liquidado,Quito Centro,Quito,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0044,293,72,1,3,0,0,0,Posterior,2,No aplica,No aplica,Interprovincial,Noche lluvia,No,No,,0.34,0,normal,25000,250,Directo Web,No,0,0.1308,8,9.6,8.5,Verde Bajo,Alta frecuencia de reclamos del asegurado,,Continuar flujo normal con controles estandar
SIN-00278,POL-00318,ASEG-00133,,,PROV-0006,Generales,Dano por Agua,2026-01-29,2026-01-31,38070,34790,30460,Negativa,Quito Centro,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0006,120,245,2,0,0,0,0,Frontal,7,No,Si,Perimetral,Lluvia,No,No,,0.25,0,normal,100000,100,Directo Web,No,0,0.3807,0,10.7,3.7,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00279,POL-00018,ASEG-00145,VEH-00348,COND-00107,PROV-0018,Vehiculos,Gastos Medicos por Accidente,2026-03-06,2026-03-09,460,410,370,Reserva,Quito Centro,Quito,El vehiculo fue encontrado con danos al amanecer. No se identifica tercero responsable.,Si,PROV-0018,226,139,3,1,1,2,0,Lateral,16,Si,No,Interprovincial,Noche seca,No,No,,0.26,0,medio,11900,1000,Banca Seguros,No,2,0.0387,4,37.2,15.6,Verde Bajo,Frecuencia moderada de reclamos del conductor,,Continuar flujo normal con controles estandar
SIN-00280,POL-00008,ASEG-00178,VEH-00390,COND-00341,PROV-0026,Vehiculos,Danos Propios,2026-01-31,2026-02-05,14950,8500,8970,Anticipo,Manta,Manta,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0026,361,4,5,2,4,1,0,Volcadura,22,No,No,Perimetral,Lluvia,No,Si,,0.28,0,alto,53800,500,Sucursal,No,5,0.2779,42,63.4,93.8,Rojo Alto,Borde vigencia: siniestro dentro de ultimos 10 dias | Frecuencia moderada de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Proveedor recurrente en casos observados | Relato ilogico frente al tipo de impacto | Evento sin tercero identificado ni evidencia de camaras | Reporte tardio entre 4 y 7 dias | Monto reclamado alto frente a suma asegurada o estimado,RF-04,Escalar a unidad antifraude para revision especializada
SIN-00281,POL-00459,ASEG-00277,VEH-00013,COND-00473,PROV-0028,Vehiculos,Choque,2025-04-05,2025-04-06,4540,4250,2720,Liquidado,Quito Norte,Quito,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0028,42,323,1,1,3,2,1,Sin impacto,14,No,No aplica,Residencial,Despejado,No,No,,0.27,0,normal,33600,1000,Agente,No,1,0.1351,13,16.3,14.1,Verde Bajo,Alta frecuencia de reclamos del vehiculo | Frecuencia moderada de reclamos del conductor | Antecedente de reclamo solo RC,,Continuar flujo normal con controles estandar
SIN-00282,POL-00432,ASEG-00207,VEH-00414,COND-00327,PROV-0037,Vehiculos,Robo Parcial,2025-10-09,2025-10-10,1670,1790,1000,Reserva,Quito Sur,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0037,177,188,1,0,2,0,0,Robo,16,No,No aplica,Perimetral,Noche lluvia,No,No,,0.14,0,normal,17100,500,Directo Web,No,1,0.0977,7,25.5,13.5,Verde Bajo,Demora denuncia por robo entre 24 y 48 horas | Frecuencia moderada de reclamos del vehiculo,,Continuar flujo normal con controles estandar
SIN-00283,POL-00167,ASEG-00304,,,PROV-0046,Accidentes Personales,Accidente Personal,2024-11-17,2024-11-19,2940,2230,0,Liquidado,Quito Norte,Quito,El vehiculo fue encontrado con danos al amanecer. No se identifica tercero responsable.,Si,PROV-0046,354,11,2,1,0,0,0,Robo,13,Si,No,Urbana,Lluvia,No,No,,0.25,1,medio,20000,100,Sucursal,No,0,0.147,4,50.2,20.2,Verde Bajo,Borde vigencia: siniestro cerca de fin de poliza,,Continuar flujo normal con controles estandar
SIN-00284,POL-00251,ASEG-00116,VEH-00389,COND-00295,PROV-0026,Vehiculos,Gastos Medicos por Accidente,2023-12-27,2023-12-28,2910,2240,2910,Pago Total,Machala,Machala,El conductor reporta perdida de control en curva sin testigos disponibles.,Si,PROV-0026,91,274,1,0,0,0,0,Frontal,21,Si,Si,Perimetral,Noche seca,No,No,,0.17,0,medio,21400,300,Agente,No,5,0.136,5,34.2,15.2,Verde Bajo,Proveedor recurrente en casos observados,,Continuar flujo normal con controles estandar
SIN-00285,POL-00472,ASEG-00192,VEH-00249,COND-00037,PROV-0057,Vehiculos,Responsabilidad Civil,2026-01-17,2026-01-22,1030,1010,1030,Reserva,Quito Centro,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0057,194,171,5,2,2,0,0,Posterior,10,Si,No,Parqueadero,Lluvia,No,No,,0.11,0,normal,9000,250,Agente,No,1,0.1144,10,25.4,15.4,Verde Bajo,Frecuencia moderada de reclamos del asegurado | Frecuencia moderada de reclamos del vehiculo | Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00286,POL-00085,ASEG-00104,VEH-00293,COND-00227,PROV-0019,Vehiculos,Responsabilidad Civil,2025-08-27,2025-08-28,10220,9340,10220,Anticipo,Guayaquil Sur,Guayaquil,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0019,89,276,1,0,0,2,0,Frontal,21,No,Si,Residencial,Lluvia,No,No,,0.37,0,normal,46900,400,Sucursal,No,1,0.2179,4,28.2,12.5,Verde Bajo,Frecuencia moderada de reclamos del conductor,,Continuar flujo normal con controles estandar
SIN-00287,POL-00077,ASEG-00035,VEH-00332,COND-00202,PROV-0030,Vehiculos,Robo Parcial,2023-07-13,2023-07-19,4240,4290,2540,Liquidado,Quito Sur,Quito,El vehiculo fue robado cerca del cierre de vigencia y se reporta varios dias despues.,Si,PROV-0030,80,285,6,0,0,0,0,Robo,20,Si,No,Perimetral,Neblina,No,No,CLON-03,0.28,1,medio,16700,400,Agente,No,0,0.2539,11,33.4,69.7,Amarillo Medio,Demora denuncia por robo mayor a 48 horas | Reporte tardio entre 4 y 7 dias,RF-06,Escalar a revision documental y validacion de soportes
SIN-00288,POL-00248,ASEG-00277,VEH-00417,COND-00089,PROV-0051,Vehiculos,Danos Propios,2023-06-11,2023-06-14,7950,6930,3180,Pago Parcial,Guayaquil Sur,Guayaquil,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0051,77,288,3,1,1,0,0,Posterior,20,No,No,Urbana,Neblina,No,No,,0.21,0,normal,50700,500,Sucursal,No,2,0.1568,0,17.9,6.3,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00289,POL-00169,ASEG-00211,VEH-00217,COND-00182,PROV-0049,Vehiculos,Choque,2025-03-27,2025-03-30,420,310,250,Reserva,Guayaquil Sur,Guayaquil,El asegurado indica que fue impactado al salir de un parqueadero y el tercero abandono el lugar.,Si,PROV-0049,193,172,3,0,1,0,0,Volcadura,19,Si,No aplica,Residencial,Neblina,No,No,,0.33,0,medio,6400,1000,Sucursal,No,5,0.0656,5,37.4,16.3,Verde Bajo,Proveedor recurrente en casos observados,,Continuar flujo normal con controles estandar
SIN-00290,POL-00207,ASEG-00293,VEH-00179,COND-00110,PROV-0024,Vehiculos,Cristales,2024-05-25,2024-05-27,660,700,270,Pago Total,Quito Norte,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0024,252,113,2,2,2,0,1,Posterior,5,Si,No aplica,Interprovincial,Noche lluvia,No,No,,0.24,0,normal,30800,750,Broker,No,0,0.0214,15,25.1,18.5,Verde Bajo,Frecuencia moderada de reclamos del asegurado | Frecuencia moderada de reclamos del vehiculo | Antecedente de reclamo solo RC | Proveedor recurrente en casos observados,,Continuar flujo normal con controles estandar
SIN-00291,POL-00052,ASEG-00095,VEH-00390,COND-00285,PROV-0014,Vehiculos,Danos Propios,2024-08-25,2024-08-27,7680,7410,4610,Negativa,Guayaquil Centro,Guayaquil,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0014,310,55,2,0,0,1,0,Volcadura,18,Si,Si,Perimetral,Despejado,No,No,,0.5,0,normal,31300,1000,Sucursal,No,0,0.2454,0,7.0,2.4,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00292,POL-00156,ASEG-00314,VEH-00032,COND-00120,PROV-0043,Vehiculos,Robo Parcial,2025-12-02,2025-12-06,9500,8280,0,Pago Total,Quito Centro,Quito,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0043,251,114,4,1,1,0,1,Robo,22,Si,No,Urbana,Despejado,No,No,,0.27,0,normal,44400,750,Sucursal,No,1,0.214,14,13.4,13.8,Verde Bajo,Demora denuncia por robo mayor a 48 horas | Antecedente de reclamo solo RC | Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00293,POL-00211,ASEG-00112,VEH-00327,COND-00401,PROV-0040,Vehiculos,Perdida Total por Robo,2026-02-15,2026-02-15,12290,17700,7380,Pago Total,Guayaquil Sur,Guayaquil,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0040,112,253,0,1,0,1,0,Robo,8,No,No,Perimetral,Neblina,No,No,,0.37,0,normal,23000,1000,Agente,No,1,0.5343,5,22.3,57.1,Amarillo Medio,Evento sin tercero identificado ni evidencia de camaras,RF-01,Escalar a revision documental y validacion de soportes
SIN-00294,POL-00471,ASEG-00296,,,PROV-0045,Hogar,Robo Domiciliario,2025-01-19,2025-01-25,3220,2910,2580,Reserva,Ambato,Ambato,El asegurado indica que fue impactado al salir de un parqueadero y el tercero abandono el lugar.,Si,PROV-0045,5,360,6,1,0,0,0,Estacionado,22,No,No aplica,Parqueadero,Noche seca,Si,No,,0.43,0,medio,30000,150,Banca Seguros,No,5,0.1073,34,33.0,61.4,Amarillo Medio,Borde vigencia: siniestro dentro de primeros 10 dias | Demora denuncia por robo mayor a 48 horas | Proveedor recurrente en casos observados | Documentos inconsistentes o fechas no coinciden | Reporte tardio entre 4 y 7 dias,RF-02 | RF-06,Escalar a revision documental y validacion de soportes
